ID,name,Food Group,Calories,Fat,Protein,Carbohydrate,Sugars,Fiber,Saturated Fat,Calcium,Iron,Potassium,Magnesium,Vitamin A,Vitamin C,Vitamin B12,Vitamin E,Phosphorus,Sodium,Zinc,Copper,Manganese,Selenium,Thiamin,Riboflavin,Niacin,Vitamin B6,Folate,Choline,Vitamin D,Vitamin K
170741,KFC Fried Chicken Original Recipe Thigh Meat Only Skin And Breading Removed,Fast Foods,175.0,9.31,22.78,0.01,0.0,0.0,2.308,20,0.87,230,20,11,0.0,0.47,0.41,213,568,1.91,0.082,0.05,28.7,0.089,0.31,5.61,0.137,0,117.3,0,0.0
170742,KFC Fried Chicken Extra Crispy Thigh Meat Only Skin And Breading Removed,Fast Foods,179.0,9.96,22.41,0.0,0.0,0.0,2.709,21,0.96,271,22,0,0.0,0.53,0.0,223,558,1.9,0.087,0.054,27.8,0.055,0.245,5.317,0.288,0,0.0,0,0.0
170743,KFC Fried Chicken Extra Crispy Wing Meat Only Skin And Breading Removed,Fast Foods,236.0,12.13,28.67,2.97,0.0,0.0,2.603,30,0.89,265,25,0,0.0,0.41,0.0,226,714,1.75,0.061,0.094,31.9,0.028,0.149,7.136,0.401,0,0.0,0,0.0
170744,KFC Fried Chicken Original Recipe Breast Meat And Skin With Breading,Fast Foods,231.0,13.11,21.94,6.28,0.0,0.0,2.981,33,0.6,267,25,17,0.0,0.31,0.0,225,606,0.81,0.054,0.142,22.4,0.046,0.116,8.596,0.326,0,0.0,0,0.0
170745,KFC Fried Chicken Original Recipe Drumstick Meat And Skin With Breading,Fast Foods,239.0,14.22,22.3,5.39,0.0,0.0,3.24,29,0.97,250,23,0,0.0,0.54,0.0,211,625,1.96,0.08,0.135,25.5,0.041,0.213,4.993,0.221,0,0.0,0,0.0
170746,KFC Fried Chicken Extra Crispy Thigh Meat And Skin With Breading,Fast Foods,309.0,22.14,17.17,10.3,0.0,0.0,4.917,30,0.83,225,20,0,0.0,0.45,0.0,189,682,1.31,0.509,0.17,20.5,0.037,0.166,4.451,0.215,0,0.0,0,0.0
170747,KFC Fried Chicken Extra Crispy Wing Meat And Skin With Breading,Fast Foods,337.0,23.0,20.8,11.66,0.0,0.0,4.796,35,0.79,223,22,0,0.0,0.39,0.0,192,765,1.24,0.483,0.189,23.0,0.022,0.115,5.488,0.28,0,0.0,0,0.0
170748,Popeyes Fried Chicken Mild Breast Meat Only Skin And Breading Removed,Fast Foods,157.0,4.52,28.98,0.0,0.0,0.0,1.368,20,0.55,327,29,4,0.0,0.33,0.21,219,526,0.97,0.052,0.03,35.2,0.107,0.24,9.393,0.37,0,99.7,0,0.0
170749,Popeyes Fried Chicken Mild Drumstick Meat Only Skin And Breading Removed,Fast Foods,170.0,7.14,26.51,0.04,0.0,0.0,2.282,16,1.06,321,25,0,0.0,0.85,0.0,206,478,2.59,0.084,0.046,34.6,0.107,0.341,6.15,0.296,0,0.0,0,0.0
170750,Popeyes Fried Chicken Mild Thigh Meat And Skin With Breading,Fast Foods,310.0,20.99,19.14,11.2,0.0,0.5,7.344,30,1.38,243,21,19,0.0,0.48,0.24,153,685,1.34,0.084,0.139,28.4,0.138,0.345,5.687,0.235,0,0.0,0,0.0
170751,Popeyes Fried Chicken Mild Wing Meat And Skin With Breading,Fast Foods,338.0,22.48,20.4,13.52,0.0,0.6,8.021,31,1.38,245,22,19,0.0,0.54,0.28,149,788,1.25,0.079,0.155,31.2,0.136,0.289,6.546,0.19,0,60.7,0,0.0
170768,Pizza Hut 14 Inch Sausage Pizza Thin N Crispy Crust,Fast Foods,323.0,16.9,13.95,28.7,2.62,2.4,6.698,193,2.38,220,24,0,3.0,0.49,0.0,238,839,1.54,0.101,0.354,17.5,0.36,0.22,4.5,0.08,0,0.0,0,0.0
170769,Pizza Hut 14 Inch Sausage Pizza Hand-Tossed Crust,Fast Foods,287.0,13.5,11.92,29.39,2.72,2.3,5.459,150,2.45,211,23,0,2.8,0.49,0.0,191,671,1.4,0.104,0.363,18.5,0.36,0.22,4.25,0.09,0,0.0,0,0.0
170771,Burger King Onion Rings,Fast Foods,417.0,25.23,3.86,43.58,5.43,2.7,4.194,115,0.78,167,19,0,1.4,0.0,4.92,158,776,0.51,0.075,0.342,5.7,0.11,0.063,0.673,0.133,0,8.4,0,0.0
170774,Pizza Hut 14 Inch Cheese Pizza Stuffed Crust,Fast Foods,274.0,11.63,12.23,30.0,2.9,1.7,5.825,238,2.04,229,22,117,3.1,0.4,0.67,249,615,1.49,0.081,0.351,16.0,0.323,0.333,3.763,0.119,90,17.3,0,0.0
170776,McDonalds Southern Style Chicken Biscuit,Fast Foods,304.0,14.93,11.93,30.56,2.62,1.4,5.712,44,1.76,206,18,0,0.7,0.15,1.88,355,868,0.49,0.06,0.241,10.1,0.25,0.26,4.797,0.207,64,0.0,0,6.6
170777,McDonalds Ranch Snack Wrap Crispy,Fast Foods,275.0,15.1,11.48,23.22,2.48,1.3,3.837,88,1.47,173,19,24,0.3,0.0,1.21,186,607,0.72,0.069,0.269,19.2,0.17,0.237,3.523,0.166,36,28.6,0,0.0
170778,McDonalds Ranch Snack Wrap Grilled,Fast Foods,222.0,10.31,13.77,18.43,1.53,0.9,3.363,93,1.45,192,20,26,0.4,0.2,0.0,184,577,0.77,0.062,0.209,23.0,0.17,0.233,5.333,0.194,45,34.6,0,0.0
170789,Pizza Hut Breadstick Parmesan Garlic,Fast Foods,343.0,12.88,12.2,44.48,1.11,2.4,2.966,87,4.65,132,22,0,0.0,0.0,0.0,129,539,1.02,0.107,0.488,22.0,0.493,0.56,7.08,0.103,147,0.0,0,21.1
171092,Turkey,Meats,244.0,14.38,26.59,0.16,0.0,0.0,4.18,33,2.19,260,22,0,0.0,0.34,0.59,189,73,3.92,0.142,0.023,37.8,0.054,0.224,3.446,0.3,8,67.6,1,4.5
171287,Eggs,Dairy and Egg Products,143.0,9.51,12.56,0.72,0.37,0.0,3.126,56,1.75,138,12,160,0.0,0.89,1.05,198,142,1.29,0.072,0.028,30.7,0.04,0.457,0.075,0.17,47,293.8,82,0.3
171309,Yogurt,0,82.0,4.01,8.24,3.24,0.0,0.8,2.46,111,0.03,0,0,58,0.6,0.0,0.0,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
171688,Apples,Fruits,52.0,0.17,0.26,13.81,10.39,2.4,0.028,6,0.12,107,5,3,4.6,0.0,0.18,11,1,0.04,0.027,0.035,0.0,0.017,0.026,0.091,0.041,3,3.4,0,2.2
171697,Apricots,Fruits,48.0,0.39,1.4,11.12,9.24,2.0,0.027,13,0.39,259,10,96,10.0,0.0,0.89,23,1,0.2,0.078,0.077,0.1,0.03,0.04,0.6,0.054,9,2.8,0,3.3
171706,Avocados,Fruits,167.0,15.41,1.96,8.64,0.3,6.8,2.126,13,0.61,507,29,7,8.8,0.0,1.97,54,8,0.68,0.17,0.149,0.4,0.075,0.143,1.912,0.287,89,14.2,0,21.0
171711,Blueberries,Fruits,57.0,0.33,0.74,14.49,9.96,2.4,0.028,6,0.28,77,6,3,9.7,0.0,0.57,12,1,0.16,0.057,0.336,0.1,0.037,0.041,0.418,0.052,6,6.0,0,19.3
171719,Cherries,Fruits,63.0,0.2,1.06,16.01,12.82,2.1,0.038,13,0.36,222,11,3,7.0,0.0,0.07,21,0,0.07,0.06,0.07,0.0,0.027,0.033,0.154,0.049,4,6.1,0,2.1
171722,Cranberries,Fruits,46.0,0.13,0.46,11.97,4.27,3.6,0.008,8,0.23,80,6,3,14.0,0.0,1.32,11,2,0.09,0.056,0.267,0.1,0.012,0.02,0.101,0.057,1,5.5,0,5.0
172040,Pizza Hut 12 Inch Cheese Pizza Hand-Tossed Crust,Fast Foods,271.0,10.89,11.93,31.22,3.37,1.8,5.04,209,1.95,173,22,82,0.0,0.7,0.7,249,685,1.65,0.092,0.308,20.5,0.264,0.256,3.295,0.114,0,0.0,0,10.1
172041,Pizza Hut 12 Inch Cheese Pizza Pan Crust,Fast Foods,280.0,12.56,11.73,29.93,3.21,1.7,5.184,208,1.86,168,21,73,0.0,0.64,1.06,241,624,1.63,0.101,0.305,19.4,0.243,0.251,3.91,0.107,0,0.0,0,15.5
172042,Pizza Hut 12 Inch Cheese Pizza Thin N Crispy Crust,Fast Foods,303.0,14.1,15.29,28.64,2.67,1.6,6.896,278,1.71,191,24,107,0.0,0.89,0.84,317,784,1.87,0.096,0.297,23.1,0.218,0.276,2.895,0.109,0,0.0,0,8.3
172051,Pizza Hut 14 Inch Cheese Pizza Thin N Crispy Crust,Fast Foods,306.0,12.8,13.37,34.22,3.13,2.4,6.103,284,2.52,197,24,0,4.2,0.51,0.68,298,857,1.64,0.103,0.381,20.3,0.35,0.24,4.18,0.06,96,0.0,0,7.7
172052,Pizza Hut 14 Inch Pepperoni Pizza Hand-Tossed Crust,Fast Foods,291.0,12.63,12.23,32.11,2.82,2.6,5.404,166,2.71,207,24,0,1.0,0.51,0.65,206,759,1.49,0.106,0.418,19.0,0.55,0.24,4.82,0.09,112,0.0,0,8.5
172053,Pizza Hut 14 Inch Pepperoni Pizza Pan Crust,Fast Foods,291.0,13.07,11.47,31.79,1.95,2.0,4.823,147,2.57,187,22,0,1.0,0.51,0.92,193,676,1.36,0.104,0.425,15.5,0.42,0.21,3.75,0.09,103,0.0,0,21.5
172054,Pizza Hut 14 Inch Super Supreme Pizza Hand-Tossed Crust,Fast Foods,248.0,10.95,11.34,26.01,3.04,2.3,4.217,104,1.53,208,23,32,0.6,0.84,0.66,183,658,1.15,0.149,0.285,14.5,0.367,0.29,2.38,0.098,59,0.0,0,8.1
172059,McDonalds Sausage Mcgriddles,Fast Foods,312.0,17.76,8.41,31.25,11.23,1.0,5.435,63,1.42,145,14,0,0.0,0.27,0.0,316,737,0.76,0.079,0.198,0.0,0.209,0.156,3.082,0.108,37,0.0,0,0.0
172060,McDonalds Sausage Egg & Cheese Mcgriddles,Fast Foods,283.0,17.73,10.77,22.04,7.9,0.6,5.649,96,1.51,146,14,0,0.0,0.53,0.0,307,652,1.03,0.079,0.143,0.0,0.17,0.29,2.111,0.0,0,0.0,0,0.0
172061,McDonalds Vanilla Reduced Fat Ice Cream Cone,Fast Foods,162.0,4.86,4.24,26.36,19.49,0.1,2.41,129,0.35,193,13,0,0.0,0.58,0.03,111,67,0.5,0.023,0.038,0.0,0.043,0.246,0.498,0.054,9,0.0,0,0.0
172062,McDonalds Strawberry Sundae,Fast Foods,158.0,3.95,3.19,28.09,25.32,0.0,2.008,110,0.1,173,11,81,1.5,0.49,0.0,91,47,0.39,0.015,0.071,0.0,0.039,0.195,0.131,0.05,11,0.0,0,0.0
172063,McDonalds Sausage Burrito,Fast Foods,277.0,15.63,11.1,22.97,2.57,1.2,6.404,132,2.28,150,18,79,0.0,0.74,0.94,168,744,1.09,0.075,0.218,26.4,0.21,0.417,2.133,0.102,63,131.8,0,0.0
172064,McDonalds Big Breakfast,Fast Foods,285.0,19.37,10.16,17.5,0.93,1.1,6.405,51,1.74,207,15,70,0.4,0.57,0.0,256,549,0.97,0.082,0.119,0.0,0.229,0.352,2.273,0.174,0,0.0,0,0.0
172065,McDonalds Double Cheeseburger,Fast Foods,282.0,16.09,15.5,18.79,4.23,0.8,6.998,178,2.24,216,21,0,0.4,0.0,0.0,166,668,2.58,0.077,0.202,0.0,0.162,0.247,3.86,0.0,0,0.0,0,0.0
172066,McDonalds Double Quarter Pounder With Cheese,Fast Foods,262.0,16.22,16.96,14.43,3.49,1.0,6.473,106,2.18,242,21,0,0.6,1.68,0.0,165,476,3.33,0.091,0.133,0.0,0.127,0.303,4.213,0.0,45,0.0,0,0.0
172067,McDonalds Big Mac (Without Big Mac Sauce),Fast Foods,234.0,11.57,12.79,21.01,3.7,1.7,4.162,124,2.14,192,21,0,0.4,0.94,0.0,130,454,2.07,0.105,0.218,0.0,0.19,0.223,3.693,0.0,50,0.0,0,0.0
172068,McDonalds Sausage Mcmuffin With Egg,Fast Foods,274.0,17.83,12.59,17.28,1.57,0.9,6.008,172,1.97,171,18,0,0.0,0.7,0.5,171,572,1.22,0.094,0.189,0.0,0.262,0.344,2.93,0.149,0,0.0,0,0.0
172069,McDonalds Bacon Egg & Cheese Biscuit,Fast Foods,304.0,18.77,13.45,22.26,2.18,0.9,8.262,109,2.13,121,12,0,2.1,0.0,0.0,335,863,0.9,0.073,0.137,0.0,0.262,0.416,1.959,0.093,0,0.0,0,0.0
172070,McDonalds Sausage Biscuit,Fast Foods,376.0,25.4,9.62,27.2,1.97,1.2,10.659,55,2.01,177,13,8,0.0,0.39,0.75,323,875,0.86,0.074,0.174,0.0,0.403,0.281,4.284,0.128,91,0.0,0,0.0
172071,McDonalds Sausage Biscuit With Egg,Fast Foods,311.0,22.26,11.27,19.28,1.43,0.8,8.628,58,2.03,165,13,64,0.0,0.6,0.98,303,664,1.04,0.078,0.13,0.0,0.308,0.381,2.968,0.144,85,0.0,0,0.0
172072,McDonalds Bacon Ranch Salad With Crispy Chicken,Fast Foods,122.0,6.3,8.82,6.08,1.53,1.0,1.622,46,0.61,0,0,0,9.7,0.0,0.0,0,273,0.0,0.0,0.0,0.0,0.06,0.071,3.025,0.0,0,0.0,0,0.0
172073,McDonalds Bacon Ranch Salad Without Chicken,Fast Foods,61.0,3.64,4.14,4.2,2.14,1.5,1.507,63,0.67,201,10,0,13.5,0.1,0.0,45,132,0.0,0.0,0.0,0.0,0.044,0.058,0.206,0.0,53,0.0,0,0.0
172074,McDonalds Side Salad,Fast Foods,20.0,0.19,1.03,4.3,2.24,1.6,0.02,24,0.65,220,0,0,15.7,0.0,0.0,0,12,0.0,0.0,0.0,0.0,0.045,0.038,0.208,0.0,57,0.0,0,0.0
172075,McDonalds Fruit N Yogurt Parfait,Fast Foods,105.0,1.3,2.73,20.72,12.83,1.0,0.041,86,0.45,167,14,0,13.9,0.19,0.0,84,58,0.36,0.051,0.203,0.0,0.046,0.115,0.237,0.0,13,0.0,0,0.0
172076,Burger King Croissanwich With Egg And Cheese,Fast Foods,283.0,15.78,10.35,24.79,4.03,0.7,4.766,231,1.9,168,17,0,0.0,0.53,1.11,249,650,1.04,0.074,0.227,22.2,0.243,0.426,2.052,0.117,0,0.0,0,9.5
172077,Burger King French Toast Sticks,Fast Foods,349.0,17.74,6.0,41.21,9.89,1.4,3.989,53,1.92,111,19,0,0.0,0.0,0.88,87,428,0.51,0.085,0.39,12.2,0.284,0.175,2.575,0.053,0,0.0,0,14.5
172078,Burger King Hash Brown Rounds,Fast Foods,302.0,19.3,2.8,29.37,0.63,2.3,3.285,15,0.71,364,20,0,4.3,0.0,4.4,95,568,0.37,0.127,0.176,0.4,0.163,0.053,1.98,0.187,13,0.0,0,0.0
172086,Popeyes Biscuit,Fast Foods,401.0,23.71,6.0,40.95,3.46,3.8,11.515,108,2.51,173,13,64,0.0,0.0,1.02,309,745,0.49,0.066,0.3,4.1,0.46,0.277,3.24,0.047,91,0.0,0,0.0
172087,Popeyes Coleslaw,Fast Foods,161.0,11.18,0.98,14.12,10.83,1.7,1.887,31,0.23,118,7,56,14.7,0.0,0.0,20,218,0.12,0.014,0.083,0.0,0.015,0.025,0.206,0.102,0,0.0,0,0.0
172088,Popeyes Mild Chicken Strips Analyzed 2006,Fast Foods,271.0,13.01,19.2,19.31,0.0,0.8,5.442,12,0.91,269,26,0,0.0,0.11,0.0,265,922,0.59,0.062,0.207,19.7,0.12,0.122,8.317,0.486,0,0.0,0,0.0
172183,Egg Whites,Dairy and Egg Products,52.0,0.17,10.9,0.73,0.71,0.0,0.0,7,0.08,163,11,0,0.0,0.09,0.0,15,166,0.03,0.023,0.011,20.0,0.004,0.439,0.105,0.005,4,1.1,0,0.0
172184,Egg Yolks,Dairy and Egg Products,322.0,26.54,15.86,3.59,0.56,0.0,9.551,129,2.73,109,5,381,0.0,1.95,2.58,390,48,2.3,0.077,0.055,56.0,0.176,0.528,0.024,0.35,146,820.2,218,0.7
172185,Egg Omelet,Dairy and Egg Products,154.0,11.66,10.57,0.64,0.31,0.0,3.319,48,1.48,117,11,172,0.0,0.76,1.29,167,155,1.09,0.063,0.024,25.8,0.034,0.386,0.064,0.143,39,247.6,69,4.5
172449,Tofu,Beans and Lentils,61.0,3.69,7.17,1.18,0.7,0.2,0.533,111,1.11,120,27,0,0.2,0.0,0.01,92,8,0.64,0.157,0.389,8.9,0.047,0.037,0.535,0.052,44,27.4,0,2.0
172608,Lamb,Meats,255.0,20.71,17.14,0.0,0.0,0.0,9.926,9,1.41,0,0,0,0.0,0.0,0.0,0,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
172672,Bread Cracked-Wheat,Baked Foods,260.0,3.9,8.7,49.5,0.0,5.5,0.916,43,2.81,177,52,0,0.0,0.02,0.0,153,538,1.24,0.222,1.371,25.3,0.358,0.24,3.671,0.304,61,0.0,0,0.0
172673,Bread Egg,Baked Foods,287.0,6.0,9.5,47.8,1.78,2.3,1.593,93,3.04,115,19,63,0.0,0.1,0.26,106,380,0.79,0.162,0.5,30.1,0.438,0.436,4.848,0.064,105,84.3,16,0.9
172678,Bread Oatmeal,Baked Foods,269.0,4.4,8.4,48.5,8.14,4.0,0.703,66,2.7,142,37,5,0.0,0.03,0.48,126,447,1.02,0.209,0.94,24.6,0.399,0.24,3.136,0.068,62,18.7,0,1.5
172688,Whole Wheat Bread,Baked Foods,252.0,3.5,12.45,42.71,4.34,6.0,0.722,161,2.47,254,75,0,0.0,0.0,2.66,212,455,1.77,0.227,2.174,25.7,0.394,0.167,4.438,0.215,42,27.2,0,7.8
172697,Chocolate Cake,Baked Foods,371.0,15.1,5.3,53.4,0.0,1.6,5.43,60,1.61,140,32,0,0.2,0.16,0.0,106,315,0.69,0.207,0.28,11.9,0.141,0.213,1.137,0.041,27,128.4,0,0.0
173021,Figs,Fruits,74.0,0.3,0.75,19.18,16.26,2.9,0.06,35,0.37,232,17,7,2.0,0.0,0.11,14,1,0.15,0.07,0.128,0.2,0.06,0.05,0.4,0.113,6,4.7,0,4.7
173033,Grapefruit,Fruits,32.0,0.1,0.63,8.08,6.98,1.1,0.014,12,0.09,139,8,46,34.4,0.0,0.13,8,0,0.07,0.047,0.012,0.3,0.036,0.02,0.25,0.042,10,7.7,0,0.0
173038,Grapefruit Juice,Fruits,39.0,0.68,0.51,7.74,7.96,0.3,0.173,146,0.06,132,9,16,22.2,0.0,0.2,16,2,0.04,0.026,0.019,0.0,0.038,0.03,0.2,0.044,12,6.4,0,0.0
173042,Grape Juice,Fruits,60.0,0.13,0.37,14.77,14.2,0.2,0.025,11,0.25,104,10,0,0.1,0.0,0.0,14,5,0.07,0.018,0.239,0.0,0.017,0.015,0.133,0.032,0,3.2,0,0.4
173044,Guavas,Fruits,68.0,0.95,2.55,14.32,8.92,5.4,0.272,18,0.26,417,22,31,228.3,0.0,0.73,40,2,0.23,0.23,0.15,0.6,0.067,0.04,1.084,0.11,49,7.6,0,2.6
173243,Fat-free Cake,Baked Foods,283.0,1.2,5.4,61.0,34.34,1.1,0.259,43,2.06,110,10,29,0.0,0.0,0.01,146,341,0.31,0.058,0.137,5.3,0.125,0.302,0.686,0.012,43,6.8,0,0.1
173244,Yellow Cake,Baked Foods,404.0,5.5,4.7,84.1,0.0,1.3,1.367,155,1.31,65,10,4,0.0,0.11,0.0,324,604,0.33,0.063,0.228,3.1,0.172,0.211,1.569,0.026,76,0.0,0,0.0
173279,Pizza Hut 12 Inch Pepperoni Pizza Hand-Tossed Crust,Fast Foods,280.0,11.38,12.86,31.55,3.67,1.7,5.161,155,2.14,207,23,57,0.0,0.68,0.75,218,801,1.68,0.104,0.365,21.3,0.32,0.271,4.028,0.152,0,0.0,0,8.5
173280,Pizza Hut 12 Inch Pepperoni Pizza Pan Crust,Fast Foods,298.0,14.21,11.97,30.49,3.2,1.8,5.271,146,2.14,199,22,47,0.0,0.64,0.78,205,692,1.54,0.105,0.361,20.6,0.287,0.254,3.84,0.14,0,0.0,0,19.3
173281,Pizza Hut 12 Inch Super Supreme Pizza Hand-Tossed Crust,Fast Foods,243.0,10.72,10.9,25.62,3.71,2.0,4.554,129,2.0,233,23,36,0.0,0.62,0.77,200,689,1.45,0.127,0.324,19.5,0.266,0.242,3.582,0.146,0,0.0,0,7.3
173290,Pizza Hut 14 Inch Cheese Pizza Hand-Tossed Crust,Fast Foods,275.0,10.42,11.98,33.42,3.13,2.4,4.819,209,2.62,183,24,0,2.0,0.38,0.57,228,674,1.44,0.103,0.396,16.8,0.46,0.22,4.3,0.08,108,0.0,0,7.7
173291,Pizza Hut 14 Inch Cheese Pizza Pan Crust,Fast Foods,276.0,11.25,10.85,32.85,2.47,2.1,4.39,192,2.47,170,21,0,1.9,0.33,0.74,216,580,1.31,0.098,0.395,16.0,0.39,0.22,3.48,0.08,106,0.0,0,17.0
173297,McDonalds Chicken Mcnuggets,Fast Foods,302.0,19.81,15.79,15.09,0.08,0.0,3.261,11,0.89,252,24,0,1.2,0.33,0.0,272,566,0.59,0.049,0.14,0.0,0.16,0.11,7.4,0.398,0,0.0,0,0.0
173298,McDonalds Hash Brown,Fast Foods,271.0,16.3,2.48,28.56,0.54,2.8,2.327,19,0.56,341,20,0,5.6,0.0,2.14,99,580,0.34,0.093,0.153,0.4,0.127,0.032,1.733,0.18,12,0.0,0,0.0
173299,McDonalds Hotcakes (Plain),Fast Foods,228.0,5.84,6.0,38.27,8.84,1.4,1.158,84,1.83,173,19,3,0.0,0.0,0.7,260,358,0.42,0.091,0.253,0.0,0.299,0.267,2.17,0.077,96,0.0,0,0.0
173300,McDonalds Bacon Egg & Cheese Mcgriddles,Fast Foods,272.0,13.19,12.03,26.19,9.56,0.8,4.201,109,1.65,0,0,0,1.8,0.0,0.0,0,673,0.0,0.0,0.0,0.0,0.126,0.3,1.319,0.0,0,0.0,0,0.0
173301,McDonalds Hot Caramel Sundae,Fast Foods,188.0,4.89,3.58,33.36,23.54,0.0,2.468,127,0.08,186,12,92,0.0,0.51,0.01,112,80,0.45,0.015,0.009,0.0,0.037,0.223,0.114,0.049,2,0.0,0,0.0
173302,McDonalds Hot Fudge Sundae,Fast Foods,186.0,5.91,4.14,30.05,26.89,0.4,3.592,139,0.83,246,19,81,0.0,0.55,0.19,128,94,0.56,0.051,0.066,0.0,0.042,0.226,0.151,0.052,0,0.0,0,0.0
173303,McDonalds Mcflurry With M&Ms,Fast Foods,177.0,6.46,4.02,26.82,24.37,0.2,3.402,135,0.27,208,17,0,0.0,0.6,0.08,116,54,0.54,0.044,0.046,0.0,0.051,0.243,0.139,0.053,3,0.0,0,0.0
173304,McDonalds Mcflurry With Oreo Cookies,Fast Foods,165.0,5.66,3.97,25.55,21.19,0.1,2.577,129,0.61,198,14,0,0.0,0.58,0.09,111,75,0.5,0.03,0.042,0.0,0.048,0.229,0.264,0.058,5,0.0,0,0.0
173305,McDonalds Mcchicken Sandwich,Fast Foods,273.0,13.21,10.43,27.97,3.57,1.3,2.346,88,1.74,173,20,0,0.0,0.19,0.0,139,624,0.63,0.082,0.358,0.0,0.212,0.2,3.942,0.0,0,0.0,0,0.0
173306,McDonalds Mcchicken Sandwich (Without Mayonnaise),Fast Foods,240.0,8.46,11.08,30.95,4.16,1.4,1.636,96,1.78,184,20,0,0.9,0.17,0.0,150,555,0.75,0.073,0.294,0.0,0.234,0.216,4.371,0.0,72,0.0,0,0.0
173307,McDonalds Egg Mcmuffin,Fast Foods,228.0,9.66,13.64,21.67,2.13,1.1,3.592,192,2.3,173,20,0,1.2,0.0,0.59,200,617,1.29,0.084,0.235,0.0,0.262,0.368,3.102,0.145,79,0.0,0,0.0
173308,McDonalds Sausage Mcmuffin,Fast Foods,333.0,21.06,12.66,24.52,1.93,1.4,7.253,224,2.04,188,21,0,0.0,0.45,0.28,163,693,1.28,0.091,0.254,0.0,0.347,0.288,4.184,0.153,69,0.0,0,0.0
173309,McDonalds Deluxe Breakfast With Syrup And Margarine,Fast Foods,285.0,15.23,7.56,29.48,9.88,1.0,4.642,50,1.5,170,13,0,0.2,0.35,0.0,216,437,0.69,0.073,0.13,0.0,0.207,0.275,1.879,0.124,0,0.0,0,0.0
173310,McDonalds Hotcakes And Sausage,Fast Foods,294.0,12.5,7.81,37.55,7.29,1.6,3.646,78,1.41,148,14,0,0.0,0.14,0.0,171,484,0.5,0.066,0.148,0.0,0.216,0.178,1.979,0.087,54,0.0,0,0.0
173311,McDonalds Pancakes,Fast Foods,272.0,8.06,4.05,46.08,20.58,0.9,0.818,57,1.28,125,13,0,0.0,0.01,0.0,177,283,0.29,0.066,0.171,0.0,0.202,0.18,1.464,0.052,65,0.0,0,0.0
173312,McDonalds Bacon Ranch Salad With Grilled Chicken,Fast Foods,81.0,3.14,10.28,3.64,1.73,1.0,1.235,48,0.65,0,0,0,10.2,0.0,0.0,0,230,0.0,0.0,0.0,0.0,0.056,0.083,3.703,0.0,0,0.0,0,0.0
173313,McDonalds Fruit N Yogurt Parfait (Without Granola),Fast Foods,90.0,1.13,2.47,17.67,11.9,0.9,0.004,87,0.36,165,12,0,14.5,0.2,0.0,71,38,0.3,0.041,0.122,0.0,0.033,0.117,0.188,0.0,11,0.0,0,0.0
173314,McDonalds Filet-O-Fish (Without Tartar Sauce),Fast Foods,243.0,7.62,12.47,31.08,4.27,1.0,1.773,128,1.64,194,23,0,0.1,0.81,0.0,131,464,0.54,0.065,0.23,0.0,0.283,0.201,2.748,0.0,57,0.0,0,0.0
173315,Burger King Croissanwich With Sausage Egg And Cheese,Fast Foods,308.0,21.78,12.09,15.9,3.12,1.8,8.342,90,1.65,158,17,170,0.0,0.51,1.54,138,577,1.14,0.07,0.184,24.8,0.237,0.37,2.754,0.159,50,0.0,0,9.5
173316,Burger King Croissanwich With Sausage And Cheese,Fast Foods,376.0,25.45,13.73,23.0,3.36,0.7,8.595,107,1.87,205,19,0,0.0,0.55,0.98,158,782,1.43,0.072,0.257,20.9,0.329,0.317,4.09,0.182,0,0.0,0,6.5
173327,Ham And Cheese Sandwich,Prepared Meals,270.0,15.0,9.16,24.69,7.6,1.5,3.545,152,2.0,188,18,2,0.1,0.35,0.29,168,386,0.95,0.113,0.27,11.6,0.417,0.273,3.425,0.095,54,29.1,10,0.8
173454,Milk,Dairy and Egg Products,496.0,26.71,26.32,38.42,38.42,0.0,16.742,912,0.47,1330,85,258,8.6,3.25,0.58,776,371,3.34,0.08,0.04,16.3,0.283,1.205,0.646,0.302,37,117.4,20,2.2
173688,Salmon,Fish,179.0,10.43,19.93,0.0,0.0,0.0,3.1,26,0.25,394,95,136,4.0,1.3,1.22,289,47,0.44,0.041,0.015,36.5,0.054,0.113,8.42,0.4,30,0.0,0,0.0
173865,Ham,Meats,263.0,20.68,16.28,1.84,0.0,0.0,7.181,10,0.79,311,16,0,0.0,0.95,0.27,157,1245,1.9,0.08,0.031,20.0,0.712,0.19,4.162,0.26,1,69.4,26,0.0
173933,Apple Juice,Fruits,46.0,0.13,0.1,11.3,9.62,0.2,0.022,8,0.12,101,5,0,0.9,0.0,0.01,7,4,0.02,0.012,0.074,0.1,0.021,0.017,0.073,0.018,0,1.8,0,0.0
173944,Bananas,Fruits,89.0,0.33,1.09,22.84,12.23,2.6,0.112,5,0.26,358,27,3,8.7,0.0,0.1,22,1,0.15,0.078,0.27,1.0,0.031,0.073,0.665,0.367,20,9.8,0,0.5
174036,Beef,Meats,254.0,20.0,17.17,0.0,0.0,0.0,7.581,18,1.94,270,17,4,0.0,2.14,0.17,158,66,4.18,0.061,0.01,15.0,0.043,0.151,4.227,0.323,7,56.4,3,1.8
